comments,likes
Can I become data analyst as I am diploma engineers with 8 yrs of industrial experience,0
Hay luke. I am trying to apply for financial add but my request not procceding kindly guide me.,0
Hy luke! Every time i fill financial aid application it bounce back and not procedding even filling all the boxes in the form but didn't work please assisst me. Thank's,0
"Very informative video. 
I read some of the comments, and although these are certificates are for entry level positions, do you think they would be enough for someone looking for a change in careers, without a tech background professional and in academics?",0
How do I connect am interested can I get a scholarship,0
"I have a laptop of ,32 bit , SQL is not working, jupyter in not working",0
I am in course 2 and have to listen on x2 or else I get distracted,0
"Can someone above 40 learn this or this is just for younger guys. Furthermore, can data analysts integrate what they learned and possibly do analysis jobs as well as senior positions within the organization.

Thanks
By the way you said 10 hours a day but it is 10 hours a week.",0
"Taking the course right now. Excited to change careers after sales and get something more stable, more business tech. Let's go 2022!!",0
Do you need AA degree to even start thinking about becoming a data analyst or can you just get these certifications and wing it?,0
Hi I am a CSE 1st year undergrad from India and I wanna know if this course is worth doing at such a young age?,0
"Hi Luke,
I have a question for you and also everyone in the comment section.
İs there anyone who completed the Google data analysis certificate? I'm wondering how much time did take to complete the course? I'm planning to put 3-4 hours in a day? What do you think how much it will take to me to complete the course?",0
Just finished the entire course. It was fantastic but not easy. It was definitely challenging.,0
What are some good channels focusing on data analysis like this one?,0
